,ndex,species,pokemon,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,move73,move74,move75,move76,move77,move78,move79,move80,move81,move82,move83,move84,move85,move86,move87,move88,move89,move90,move91,move92,move93,move94,move95,move96,move97,move98,move99,move100,move101,move102,move103,move104,move105,move106,move107,move108,move109,move110,move111,move112,move113,move114,move115,move116,move117,move118,move119,move120,move121,move122,move123,move124,move125,move126,move127,move128,move129,move130,move131,move132,move133,move134,move135,move136,move137,move138,move139,move140,move141,move142,move143,move144,move145,move146,move147,move148,move149,move150,move151,move152,move153,move154,move155,move156,move157,move158,move159,move160,move161,move162,move163,move164,move165,move166,move167,move168,move169,move170,move171,move172,move173,move174
864,733,Toucannon,Toucannon,Start - Beak Blast,Start - Rock Blast,Start - Peck,Start - Growl,Start - Echoed Voice,Start - Rock Smash,L3 - Growl,L7 - Echoed Voice,L9 - Rock Smash,L13 - Supersonic,L16 - Pluck,L21 - Roost,L24 - Fury Attack,L30 - Screech,L34 - Drill Peck,L40 - Bullet Seed,L44 - Feather Dance,L50 - Hyper Voice,01 - Work Up,06 - Toxic,10 - Hidden Power,11 - Sunny Day,17 - Protect,19 - Roost,21 - Frustration,23 - Smack Down,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
865,734,Yungoos,Yungoos,Start - Tackle,L3 - Leer,L7 - Pursuit,L10 - Sand Attack,L13 - Odor Sleuth,L16 - Bide,L19 - Bite,L22 - Mud-Slap,L25 - Super Fang,L28 - Take Down,L31 - Scary Face,L34 - Crunch,L37 - Hyper Fang,L40 - Yawn,L43 - Thrash,L46 - Rest,01 - Work Up,06 - Toxic,10 - Hidden Power,12 - Taunt,17 - Protect,21 - Frustration,26 - Earthquake,27 - Return,32 - Double Team,37 - Sandstorm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
866,735,Gumshoos,Gumshoos,Start - Tackle,Start - Leer,Start - Pursuit,Start - Sand Attack,L3 - Leer,L7 - Pursuit,L10 - Sand Attack,L13 - Odor Sleuth,L16 - Bide,L19 - Bite,L23 - Mud-Slap,L27 - Super Fang,L31 - Take Down,L35 - Scary Face,L39 - Crunch,L43 - Hyper Fang,L47 - Yawn,L51 - Thrash,L55 - Rest,01 - Work Up,05 - Roar,06 - Toxic,10 - Hidden Power,12 - Taunt,17 - Protect,21 - Frustration,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
867,735,Gumshoos,Gumshoos (1),Start - Tackle,Start - Leer,Start - Pursuit,Start - Sand Attack,L3 - Leer,L7 - Pursuit,L10 - Sand Attack,L13 - Odor Sleuth,L16 - Bide,L19 - Bite,L23 - Mud-Slap,L27 - Super Fang,L31 - Take Down,L35 - Scary Face,L39 - Crunch,L43 - Hyper Fang,L47 - Yawn,L51 - Thrash,L55 - Rest,01 - Work Up,05 - Roar,06 - Toxic,10 - Hidden Power,12 - Taunt,17 - Protect,21 - Frustration,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
868,736,Grubbin,Grubbin,Start - Vice Grip,L4 - String Shot,L7 - Mud-Slap,L10 - Bite,L13 - Bug Bite,L16 - Spark,L19 - Acrobatics,L22 - Crunch,L25 - X-Scissor,L28 - Dig,06 - Toxic,10 - Hidden Power,16 - Light Screen,17 - Protect,18 - Rain Dance,21 - Frustration,24 - Thunderbolt,27 - Return,32 - Double Team,42 - Facade,44 - Rest,45 - Attract,48 - Round,57 - Charge Beam,62 - Acrobatics,72 - Volt Switch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
869,737,Charjabug,Charjabug,Start - Charge,Start - Vice Grip,Start - String Shot,Start - Mud-Slap,Start - Bite,L4 - String Shot,L7 - Mud-Slap,L10 - Bite,L13 - Bug Bite,L16 - Spark,L19 - Acrobatics,L25 - Crunch,L31 - X-Scissor,L37 - Dig,L43 - Discharge,L49 - Iron Defense,06 - Toxic,10 - Hidden Power,16 - Light Screen,17 - Protect,18 - Rain Dance,21 - Frustration,24 - Thunderbolt,27 - Return,32 - Double Team,42 - Facade,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
870,738,Vikavolt,Vikavolt,Start - Thunderbolt,Start - Air Slash,Start - Charge,Start - Vice Grip,Start - String Shot,Start - Mud-Slap,Start - Bite,L4 - String Shot,L7 - Mud-Slap,L10 - Bite,L13 - Bug Bite,L16 - Spark,L19 - Acrobatics,L25 - Guillotine,L31 - Bug Buzz,L37 - Dig,L41 - Zap Cannon,L49 - Agility,06 - Toxic,10 - Hidden Power,15 - Hyper Beam,16 - Light Screen,17 - Protect,18 - Rain Dance,19 - Roost,21 - Frustration,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
871,738,Vikavolt,Vikavolt (1),Start - Thunderbolt,Start - Air Slash,Start - Charge,Start - Vice Grip,Start - String Shot,Start - Mud-Slap,Start - Bite,L4 - String Shot,L7 - Mud-Slap,L10 - Bite,L13 - Bug Bite,L16 - Spark,L19 - Acrobatics,L25 - Guillotine,L31 - Bug Buzz,L37 - Dig,L41 - Zap Cannon,L49 - Agility,06 - Toxic,10 - Hidden Power,15 - Hyper Beam,16 - Light Screen,17 - Protect,18 - Rain Dance,19 - Roost,21 - Frustration,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
872,739,Crabrawler,Crabrawler,Start - Bubble,L5 - Rock Smash,L9 - Leer,L13 - Pursuit,L17 - Bubble Beam,L22 - Power-Up Punch,L25 - Dizzy Punch,L29 - Payback,L33 - Reversal,L37 - Crabhammer,L42 - Iron Defense,L45 - Dynamic Punch,L49 - Close Combat,01 - Work Up,06 - Toxic,08 - Bulk Up,10 - Hidden Power,11 - Sunny Day,17 - Protect,18 - Rain Dance,21 - Frustration,26 - Earthquake,27 - Return,31 - Brick Break,32 - Double Team,39 - Rock Tomb,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
873,740,Crabominable,Crabominable,Start - Ice Punch,Start - Bubble,Start - Rock Smash,Start - Leer,Start - Pursuit,L5 - Rock Smash,L9 - Leer,L13 - Pursuit,L17 - Bubble Beam,L22 - Power-Up Punch,L25 - Dizzy Punch,L29 - Avalanche,L33 - Reversal,L37 - Ice Hammer,L42 - Iron Defense,L45 - Dynamic Punch,L49 - Close Combat,01 - Work Up,06 - Toxic,07 - Hail,08 - Bulk Up,10 - Hidden Power,11 - Sunny Day,13 - Ice Beam,14 - Blizzard,17 - Protect,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
874,741,Oricorio,Oricorio,Start - Pound,L4 - Growl,L6 - Peck,L10 - Helping Hand,L13 - Air Cutter,L16 - Baton Pass,L20 - Feather Dance,L23 - Double Slap,L26 - Teeter Dance,L30 - Roost,L33 - Captivate,L36 - Air Slash,L40 - Revelation Dance,L43 - Mirror Move,L46 - Agility,L50 - Hurricane,01 - Work Up,04 - Calm Mind,06 - Toxic,10 - Hidden Power,12 - Taunt,17 - Protect,19 - Roost,20 - Safeguard,21 - Frustration,27 - Return,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
875,741,Oricorio,Oricorio (Pom-Pom Style),Start - Pound,L4 - Growl,L6 - Peck,L10 - Helping Hand,L13 - Air Cutter,L16 - Baton Pass,L20 - Feather Dance,L23 - Double Slap,L26 - Teeter Dance,L30 - Roost,L33 - Captivate,L36 - Air Slash,L40 - Revelation Dance,L43 - Mirror Move,L46 - Agility,L50 - Hurricane,01 - Work Up,04 - Calm Mind,06 - Toxic,10 - Hidden Power,12 - Taunt,17 - Protect,19 - Roost,20 - Safeguard,21 - Frustration,27 - Return,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
876,741,Oricorio,Oricorio (Pa’u Style),Start - Pound,L4 - Growl,L6 - Peck,L10 - Helping Hand,L13 - Air Cutter,L16 - Baton Pass,L20 - Feather Dance,L23 - Double Slap,L26 - Teeter Dance,L30 - Roost,L33 - Captivate,L36 - Air Slash,L40 - Revelation Dance,L43 - Mirror Move,L46 - Agility,L50 - Hurricane,01 - Work Up,04 - Calm Mind,06 - Toxic,10 - Hidden Power,12 - Taunt,17 - Protect,19 - Roost,20 - Safeguard,21 - Frustration,27 - Return,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
877,741,Oricorio,Oricorio (Sensu Style),Start - Pound,L4 - Growl,L6 - Peck,L10 - Helping Hand,L13 - Air Cutter,L16 - Baton Pass,L20 - Feather Dance,L23 - Double Slap,L26 - Teeter Dance,L30 - Roost,L33 - Captivate,L36 - Air Slash,L40 - Revelation Dance,L43 - Mirror Move,L46 - Agility,L50 - Hurricane,01 - Work Up,04 - Calm Mind,06 - Toxic,10 - Hidden Power,12 - Taunt,17 - Protect,19 - Roost,20 - Safeguard,21 - Frustration,27 - Return,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
878,742,Cutiefly,Cutiefly,Start - Absorb,L4 - Fairy Wind,L7 - Stun Spore,L10 - Struggle Bug,L13 - Silver Wind,L16 - Draining Kiss,L21 - Sweet Scent,L26 - Bug Buzz,L31 - Dazzling Gleam,L36 - Aromatherapy,L41 - Quiver Dance,04 - Calm Mind,06 - Toxic,10 - Hidden Power,11 - Sunny Day,16 - Light Screen,17 - Protect,19 - Roost,20 - Safeguard,21 - Frustration,27 - Return,28 - Leech Life,29 - Psychic,32 - Double Team,33 - Reflect,40 - Aerial Ace,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
879,743,Ribombee,Ribombee,Start - Pollen Puff,Start - Absorb,Start - Fairy Wind,Start - Stun Spore,Start - Struggle Bug,L4 - Fairy Wind,L7 - Stun Spore,L10 - Struggle Bug,L13 - Silver Wind,L16 - Draining Kiss,L21 - Sweet Scent,L28 - Bug Buzz,L35 - Dazzling Gleam,L42 - Aromatherapy,L49 - Quiver Dance,04 - Calm Mind,06 - Toxic,10 - Hidden Power,11 - Sunny Day,16 - Light Screen,17 - Protect,19 - Roost,20 - Safeguard,21 - Frustration,22 - Solar Beam,27 - Return,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
880,744,Rockruff,Rockruff,Start - Tackle,Start - Leer,L4 - Sand Attack,L7 - Bite,L12 - Howl,L15 - Rock Throw,L18 - Odor Sleuth,L23 - Rock Tomb,L26 - Roar,L29 - Stealth Rock,L34 - Rock Slide,L37 - Scary Face,L40 - Crunch,L45 - Rock Climb,L48 - Stone Edge,05 - Roar,06 - Toxic,10 - Hidden Power,12 - Taunt,17 - Protect,21 - Frustration,27 - Return,32 - Double Team,39 - Rock Tomb,42 - Facade,44 - Rest,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
881,745,Lycanroc,Lycanroc (Midday Form),Start - Accelerock,Start - Quick Guard,Start - Quick Attack,Start - Tackle,Start - Leer,Start - Sand Attack,Start - Bite,L4 - Sand Attack,L7 - Bite,L12 - Howl,L15 - Rock Throw,L18 - Odor Sleuth,L23 - Rock Tomb,L26 - Roar,L29 - Stealth Rock,L34 - Rock Slide,L37 - Scary Face,L40 - Crunch,L45 - Rock Climb,L48 - Stone Edge,05 - Roar,06 - Toxic,08 - Bulk Up,10 - Hidden Power,12 - Taunt,17 - Protect,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
